0.000000000000000000e+00,2.684710000000000000e+05,6.699200000000000000e+04
1.001001001001001062e-01,2.619270000000000000e+05,6.408100000000000000e+04
2.002002002002002123e-01,2.668880000000000000e+05,6.598100000000000000e+04
3.003003003003003046e-01,2.658460000000000000e+05,6.333600000000000000e+04
4.004004004004004247e-01,2.718540000000000000e+05,6.249900000000000000e+04
5.005005005005005447e-01,2.724310000000000000e+05,6.643100000000000000e+04
6.006006006006006093e-01,2.945980000000000000e+05,6.844100000000000000e+04
7.007007007007007848e-01,2.848400000000000000e+05,6.688200000000000000e+04
8.008008008008008494e-01,2.827330000000000000e+05,6.781700000000000000e+04
9.009009009009009139e-01,2.956410000000000000e+05,6.706800000000000000e+04
1.001001001001001089e+00,2.896270000000000000e+05,6.629700000000000000e+04
1.101101101101101154e+00,3.085240000000000000e+05,9.361600000000000000e+04
1.201201201201201219e+00,2.898910000000000000e+05,1.098150000000000000e+05
1.301301301301301283e+00,2.018190000000000000e+05,4.767700000000000000e+04
1.401401401401401570e+00,1.578600000000000000e+05,3.687000000000000000e+04
1.501501501501501634e+00,1.553970000000000000e+05,3.686000000000000000e+04
1.601601601601601699e+00,1.557840000000000000e+05,3.577300000000000000e+04
1.701701701701701763e+00,1.534910000000000000e+05,3.659500000000000000e+04
1.801801801801801828e+00,1.546910000000000000e+05,3.685000000000000000e+04
1.901901901901902114e+00,1.540840000000000000e+05,3.756800000000000000e+04
2.002002002002002179e+00,1.537610000000000000e+05,3.600200000000000000e+04
2.102102102102102243e+00,1.522480000000000000e+05,3.622100000000000000e+04
2.202202202202202308e+00,1.516430000000000000e+05,3.499400000000000000e+04
2.302302302302302373e+00,1.539390000000000000e+05,3.654300000000000000e+04
2.402402402402402437e+00,1.523560000000000000e+05,3.635000000000000000e+04
2.502502502502502502e+00,1.542970000000000000e+05,3.662800000000000000e+04
2.602602602602602566e+00,1.543630000000000000e+05,3.670400000000000000e+04
2.702702702702703075e+00,1.526380000000000000e+05,3.683700000000000000e+04
2.802802802802803139e+00,1.515700000000000000e+05,3.669900000000000000e+04
2.902902902902903204e+00,1.516860000000000000e+05,3.787100000000000000e+04
3.003003003003003268e+00,1.553120000000000000e+05,3.769500000000000000e+04
3.103103103103103333e+00,1.536800000000000000e+05,3.661600000000000000e+04
3.203203203203203397e+00,1.523230000000000000e+05,3.702100000000000000e+04
3.303303303303303462e+00,2.191650000000000000e+05,5.179600000000000000e+04
3.403403403403403527e+00,2.663420000000000000e+05,6.114400000000000000e+04
3.503503503503503591e+00,2.661310000000000000e+05,5.962600000000000000e+04
3.603603603603603656e+00,2.615880000000000000e+05,6.105300000000000000e+04
3.703703703703703720e+00,2.623510000000000000e+05,5.849800000000000000e+04
3.803803803803804229e+00,2.584550000000000000e+05,6.021100000000000000e+04
3.903903903903904293e+00,2.585870000000000000e+05,5.941300000000000000e+04
4.004004004004004358e+00,2.582770000000000000e+05,6.222600000000000000e+04
4.104104104104104422e+00,2.599490000000000000e+05,6.451400000000000000e+04
4.204204204204204487e+00,2.554320000000000000e+05,6.271000000000000000e+04
4.304304304304304551e+00,2.584370000000000000e+05,6.543100000000000000e+04
4.404404404404404616e+00,2.591940000000000000e+05,6.554000000000000000e+04
4.504504504504504681e+00,2.495590000000000000e+05,6.366100000000000000e+04
4.604604604604604745e+00,2.624960000000000000e+05,6.316500000000000000e+04
4.704704704704704810e+00,2.618470000000000000e+05,6.419300000000000000e+04
4.804804804804804874e+00,2.602150000000000000e+05,6.489700000000000000e+04
4.904904904904904939e+00,2.561760000000000000e+05,6.324000000000000000e+04
5.005005005005005003e+00,2.573970000000000000e+05,6.472600000000000000e+04
5.105105105105105068e+00,2.529770000000000000e+05,6.438600000000000000e+04
5.205205205205205132e+00,2.641370000000000000e+05,6.399800000000000000e+04
5.305305305305305197e+00,2.555910000000000000e+05,6.035800000000000000e+04
5.405405405405406150e+00,2.584490000000000000e+05,6.348200000000000000e+04
5.505505505505506214e+00,2.627260000000000000e+05,6.014000000000000000e+04
5.605605605605606279e+00,2.577980000000000000e+05,6.236200000000000000e+04
5.705705705705706343e+00,2.637090000000000000e+05,6.141200000000000000e+04
5.805805805805806408e+00,2.694190000000000000e+05,6.457200000000000000e+04
5.905905905905906472e+00,2.676310000000000000e+05,6.311000000000000000e+04
