5.000000000000000000e+00,6.186469816571306124e-01,5.711122972180413537e-01,6.661816660962203152e-01
5.330661322645291023e+00,5.702801992719943591e-01,5.263773713020560852e-01,6.141830272419332992e-01
5.661322645290581157e+00,5.186348395510615994e-01,4.786483119453007196e-01,5.586213671568228678e-01
5.991983967935871291e+00,4.650771773257518227e-01,4.291939504140283579e-01,5.009604042374756760e-01
6.322645290581162314e+00,4.109734874274850736e-01,3.792831179744922121e-01,4.426638568804784346e-01
6.653306613226453337e+00,3.576900446876810080e-01,3.301846458929448835e-01,3.851954434824175211e-01
6.983967935871743471e+00,3.065931239377600037e-01,2.831673654356400283e-01,3.300188824398802012e-01
7.314629258517033605e+00,2.590490000091414391e-01,2.395001078688303586e-01,2.785978921494528526e-01
7.645290581162324628e+00,2.164239477332452477e-01,2.004517044587687535e-01,2.323961910077218529e-01
7.975951903807615651e+00,1.800842419414913631e-01,1.672909864717085637e-01,1.928774974112743568e-01
8.306613226452906673e+00,1.513961574652995523e-01,1.412867851739026404e-01,1.615055297566966586e-01
8.637274549098195919e+00,1.317259691360898877e-01,1.237079318316041954e-01,1.397440064405757187e-01
8.967935871743486942e+00,1.224399517852819419e-01,1.158232577110660660e-01,1.290566458594979427e-01
9.298597194388777964e+00,1.249043802442956486e-01,1.189015940785413394e-01,1.309071664100500409e-01
9.629258517034067211e+00,1.404855293445508302e-01,1.342117722002830471e-01,1.467592864888186965e-01
9.959919839679358233e+00,1.705496739174674758e-01,1.630226233425443871e-01,1.780767244923906478e-01
1.029058116232464926e+01,2.164195545545001265e-01,2.065610737971306787e-01,2.262780353118696020e-01
1.062124248496994028e+01,2.752136653174552805e-01,2.620071469229678374e-01,2.884201837119427236e-01
1.095190380761523130e+01,3.364025533275769586e-01,3.191791429530874691e-01,3.536259637020665036e-01
1.128256513026052055e+01,3.887559000262285069e-01,3.672235348892256557e-01,4.102882651632311917e-01
1.161322645290581157e+01,4.343565904586002557e-01,4.084426185403307596e-01,4.602705623768693077e-01
1.194388777555110259e+01,5.011652609910319800e-01,4.707105296091149693e-01,5.316199923729483245e-01
1.227454909819639184e+01,6.189135766648907744e-01,5.835686015220696854e-01,6.542585518077115303e-01
1.260521042084168286e+01,7.929317849927592921e-01,7.507668081632251633e-01,8.350967618222935318e-01
1.293587174348697388e+01,1.005860738643023167e+00,9.520733059858318414e-01,1.059648171300215047e+00
1.326653306613226491e+01,1.239510115359030884e+00,1.166579492994534117e+00,1.312440737723528539e+00
1.359719438877755593e+01,1.476390996921619569e+00,1.378680351003723770e+00,1.574101642839516257e+00
1.392785571142284518e+01,1.699709246947990859e+00,1.578024372645684847e+00,1.821394121250297982e+00
1.425851703406813620e+01,1.892774124337561092e+00,1.754541151732606830e+00,2.031007096942515577e+00
1.458917835671342722e+01,2.060280636421007561e+00,1.914574810359213952e+00,2.205986462482800725e+00
1.491983967935871647e+01,2.257836685839732294e+00,2.103547418381081613e+00,2.412125953298382086e+00
1.525050100200400749e+01,2.548463652284423731e+00,2.372571224283192670e+00,2.724356080285654347e+00
1.558116232464929851e+01,2.977576776696712724e+00,2.757929585679913753e+00,3.197223967713509918e+00
1.591182364729458953e+01,3.479601553962012428e+00,3.202423986875198914e+00,3.756779121048826386e+00
1.624248496993988056e+01,3.945827331634293778e+00,3.612524196827917589e+00,4.279130466440670411e+00
1.657314629258517158e+01,4.282522397728243391e+00,3.907775975110721056e+00,4.657268820345765725e+00
1.690380761523046260e+01,4.498497372864425081e+00,4.097220200528772338e+00,4.899774545200077824e+00
1.723446893787575362e+01,4.645267128874266405e+00,4.227168427877616708e+00,5.063365829870916102e+00
1.756513026052104109e+01,4.774452123574532969e+00,4.344020469688944175e+00,5.204883777460123540e+00
1.789579158316633212e+01,4.929924486073277379e+00,4.486555442622897516e+00,5.373293529523659018e+00
1.822645290581162314e+01,5.138121225828249372e+00,4.676404540305638236e+00,5.599837911350860509e+00
1.855711422845691416e+01,5.423097224158757612e+00,4.932856067367192843e+00,5.913338380950323270e+00
1.888777555110220518e+01,5.805945524554045001e+00,5.272619840506694189e+00,6.339271208601395813e+00
1.921843687374749265e+01,6.257271546866949308e+00,5.668452652768721123e+00,6.846090440965178381e+00
1.954909819639278368e+01,6.705396336427137172e+00,6.056299778259680799e+00,7.354492894594593544e+00
1.987975951903807470e+01,7.077335936818233364e+00,6.370970395376144957e+00,7.783701478260320883e+00
2.021042084168336572e+01,7.313206372441620751e+00,6.559655748866497937e+00,8.066756996016744452e+00
2.054108216432865675e+01,7.416111340798664742e+00,6.629082861318794428e+00,8.203139820278533278e+00
2.087174348697394777e+01,7.408062353705875402e+00,6.603850370148229842e+00,8.212274337263520962e+00
