8.500000000000000000e+00,2.480000000000000000e+02,2.428571428571428548e-01
1.019999999999999929e+01,4.930000000000000000e+02,2.914285714285714257e-01
1.119999999999999929e+01,3.400000000000000000e+02,3.199999999999999512e-01
1.209999999999999964e+01,2.820000000000000000e+02,3.457142857142856962e-01
1.309999999999999964e+01,3.240000000000000000e+02,3.742857142857142771e-01
1.419999999999999929e+01,1.870000000000000000e+02,4.057142857142856385e-01
1.530000000000000071e+01,2.070000000000000000e+02,4.371428571428572218e-01
1.630000000000000071e+01,1.380000000000000000e+02,4.657142857142857473e-01
1.750000000000000000e+01,1.230000000000000000e+02,5.000000000000000000e-01
1.869999999999999929e+01,1.210000000000000000e+02,5.342857142857142527e-01
1.989999999999999858e+01,1.000000000000000000e+02,5.685714285714285054e-01
2.119999999999999929e+01,8.300000000000000000e+01,6.057142857142856496e-01
2.260000000000000142e+01,9.600000000000000000e+01,6.457142857142857961e-01
2.380000000000000071e+01,1.020000000000000000e+02,6.800000000000000488e-01
2.550000000000000000e+01,1.290000000000000000e+02,7.285714285714285365e-01
2.680000000000000071e+01,1.360000000000000000e+02,7.657142857142857917e-01
2.869999999999999929e+01,1.370000000000000000e+02,8.199999999999999512e-01
3.039999999999999858e+01,1.850000000000000000e+02,8.685714285714284388e-01
3.200000000000000000e+01,1.320000000000000000e+02,9.142857142857142572e-01
3.350000000000000000e+01,1.990000000000000000e+02,9.571428571428571841e-01
3.500000000000000000e+01,1.480000000000000000e+02,1.000000000000000000e+00
3.650000000000000000e+01,1.640000000000000000e+02,1.042857142857142927e+00
3.820000000000000284e+01,1.470000000000000000e+02,1.091428571428571415e+00
4.000000000000000000e+01,2.540000000000000000e+02,1.142857142857142794e+00
4.400000000000000000e+01,2.030000000000000000e+02,1.257142857142857117e+00
4.829999999999999716e+01,2.050000000000000000e+02,1.379999999999999893e+00
5.150000000000000000e+01,1.510000000000000000e+02,1.471428571428571530e+00
5.600000000000000000e+01,1.810000000000000000e+02,1.600000000000000089e+00
6.100000000000000000e+01,1.660000000000000000e+02,1.742857142857142883e+00
6.600000000000000000e+01,1.550000000000000000e+02,1.885714285714285676e+00
7.000000000000000000e+01,1.410000000000000000e+02,2.000000000000000000e+00
7.450000000000000000e+01,1.620000000000000000e+02,2.128571428571428559e+00
8.000000000000000000e+01,1.380000000000000000e+02,2.285714285714285587e+00
8.750000000000000000e+01,1.650000000000000000e+02,2.500000000000000000e+00
9.350000000000000000e+01,1.740000000000000000e+02,2.671428571428571264e+00
9.850000000000000000e+01,1.740000000000000000e+02,2.814285714285714501e+00
1.040000000000000000e+02,2.040000000000000000e+02,2.971428571428571530e+00
1.090000000000000000e+02,1.960000000000000000e+02,3.114285714285714324e+00
1.120000000000000000e+02,2.340000000000000000e+02,3.200000000000000178e+00
1.140000000000000000e+02,2.200000000000000000e+02,3.257142857142857117e+00
1.170000000000000000e+02,2.460000000000000000e+02,3.342857142857142971e+00
1.210000000000000000e+02,2.600000000000000000e+02,3.457142857142857295e+00
1.240000000000000000e+02,2.640000000000000000e+02,3.542857142857142705e+00
1.270000000000000000e+02,3.250000000000000000e+02,3.628571428571428559e+00
1.320000000000000000e+02,4.260000000000000000e+02,3.771428571428571352e+00
1.390000000000000000e+02,4.880000000000000000e+02,3.971428571428571530e+00
1.440000000000000000e+02,5.430000000000000000e+02,4.114285714285713880e+00
1.510000000000000000e+02,4.490000000000000000e+02,4.314285714285714057e+00
1.590000000000000000e+02,5.090000000000000000e+02,4.542857142857142705e+00
1.650000000000000000e+02,5.200000000000000000e+02,4.714285714285714413e+00
