-4.334334334338052486e-03,1.000500582822441142e+00
5.547547547547182489e-02,9.936153898832830178e-01
1.152852852852817023e-01,9.867782537918627916e-01
1.750950950950915797e-01,9.799888391239397478e-01
2.349049049049014570e-01,9.732468127964466476e-01
2.947147147147113344e-01,9.665518440511489118e-01
3.545245245245212118e-01,9.599036044384182675e-01
4.143343343343310892e-01,9.533017678011188600e-01
4.741441441441409665e-01,9.467460102586062742e-01
5.339539539539508439e-01,9.402360101908386891e-01
5.937637637637607213e-01,9.337714482225980550e-01
6.535735735735705987e-01,9.273520072078216270e-01
7.133833833833804761e-01,9.209773722140437435e-01
7.731931931931903534e-01,9.146472305069447417e-01
8.330030030030002308e-01,9.083612715350088962e-01
8.928128128128101082e-01,9.021191869142888287e-01
9.526226226226199856e-01,8.959206704132767207e-01
1.012432432432429863e+00,8.897654179378805539e-01
1.072242242242239740e+00,8.836531275165058208e-01
1.132052052052049618e+00,8.775834992852404870e-01
1.191861861861859495e+00,8.715562354731444250e-01
1.251671671671669372e+00,8.655710403876410997e-01
1.311481481481479250e+00,8.596276204000103949e-01
1.371291291291289127e+00,8.537256839309843581e-01
1.431101101101099005e+00,8.478649414364421988e-01
1.490910910910908882e+00,8.420451053932052066e-01
1.550720720720718759e+00,8.362658902849311460e-01
1.610530530530528637e+00,8.305270125881076826e-01
1.670340340340338514e+00,8.248281907581423988e-01
1.730150150150148392e+00,8.191691452155505093e-01
1.789959959959958269e+00,8.135495983322388325e-01
1.849769769769768146e+00,8.079692744178859076e-01
1.909579579579578024e+00,8.024278997064167029e-01
1.969389389389387901e+00,7.969252023425718034e-01
2.029199199199197778e+00,7.914609123685705239e-01
2.089009009009011208e+00,7.860347617108666141e-01
2.148818818818817533e+00,7.806464841669982224e-01
2.208628628628630963e+00,7.752958153925253448e-01
2.268438438438437288e+00,7.699824928880651953e-01
2.328248248248250718e+00,7.647062559864097331e-01
2.388058058058057043e+00,7.594668458397424438e-01
2.447867867867863367e+00,7.542640054069350564e-01
2.507677677677676797e+00,7.490974794409392956e-01
2.567487487487483122e+00,7.439670144762663417e-01
2.627297297297296552e+00,7.388723588165476697e-01
2.687107107107102877e+00,7.338132625221924776e-01
2.746916916916916307e+00,7.287894773981201668e-01
2.806726726726722632e+00,7.238007569815896325e-01
2.866536536536536062e+00,7.188468565301028290e-01
2.926346346346342386e+00,7.139275330094027039e-01
2.986156156156155816e+00,7.090425450815456276e-01
3.045965965965962141e+00,7.041916530930658613e-01
3.105775775775775571e+00,6.993746190632140758e-01
3.165585585585581896e+00,6.945912066722867984e-01
3.225395395395395326e+00,6.898411812500276907e-01
3.285205205205201651e+00,6.851243097641201985e-01
3.345015015015015081e+00,6.804403608087500333e-01
3.404824824824821405e+00,6.757891045932569174e-01
3.464634634634634835e+00,6.711703129308578264e-01
3.524444444444441160e+00,6.665837592274553858e-01
3.584254254254254590e+00,6.620292184705180993e-01
3.644064064064060915e+00,6.575064672180449543e-01
3.703873873873874345e+00,6.530152835875998596e-01
3.763683683683680670e+00,6.485554472454301278e-01
3.823493493493494100e+00,6.441267393956531251e-01
3.883303303303300424e+00,6.397289427695260766e-01
3.943113113113113855e+00,6.353618416147837067e-01
4.002922922922920179e+00,6.310252216850567031e-01
4.062732732732726504e+00,6.267188702293582381e-01
4.122542542542539934e+00,6.224425759816477610e-01
4.182352352352346259e+00,6.181961291504678435e-01
4.242162162162159689e+00,6.139793214086487483e-01
4.301971971971966013e+00,6.097919458830919348e-01
4.361781781781779443e+00,6.056337971446169588e-01
4.421591591591585768e+00,6.015046711978874194e-01
4.481401401401399198e+00,5.974043654713989682e-01
4.541211211211205523e+00,5.933326788075456992e-01
4.601021021021018953e+00,5.892894114527469362e-01
4.660830830830825278e+00,5.852743650476519566e-01
4.720640640640638708e+00,5.812873426174046676e-01
4.780450450450445032e+00,5.773281485619835562e-01
4.840260260260258462e+00,5.733965886466023676e-01
4.900070070070064787e+00,5.694924699921850575e-01
4.959879879879878217e+00,5.656156010658989208e-01
5.019689689689684542e+00,5.617657916717625488e-01
5.079499499499497972e+00,5.579428529413106297e-01
5.139309309309304297e+00,5.541465973243324683e-01
5.199119119119117727e+00,5.503768385796669049e-01
5.258928928928924051e+00,5.466333917660693986e-01
5.318738738738737482e+00,5.429160732331347328e-01
5.378548548548543806e+00,5.392247006122918851e-01
5.438358358358357236e+00,5.355590928078526325e-01
5.498168168168163561e+00,5.319190699881314321e-01
5.557977977977976991e+00,5.283044535766187044e-01
5.617787787787783316e+00,5.247150662432242818e-01
5.677597597597596746e+00,5.211507318955742596e-01
5.737407407407403070e+00,5.176112756703744600e-01
5.797217217217216501e+00,5.140965239248299623e-01
5.857027027027022825e+00,5.106063042281281383e-01
5.916836836836836255e+00,5.071404453529771983e-01
5.976646646646642580e+00,5.036987772672084640e-01
6.036456456456456010e+00,5.002811311254318216e-01
6.096266266266262335e+00,4.968873392607557338e-01
6.156076076076075765e+00,4.935172351765577670e-01
6.215885885885882089e+00,4.901706535383201779e-01
6.275695695695695520e+00,4.868474301655153491e-01
6.335505505505501844e+00,4.835474020235545622e-01
6.395315315315315274e+00,4.802704072157860660e-01
6.455125125125121599e+00,4.770162849755563150e-01
6.514934934934935029e+00,4.737848756583192267e-01
6.574744744744741354e+00,4.705760207338076095e-01
6.634554554554554784e+00,4.673895627782525541e-01
6.694364364364361109e+00,4.642253454666632750e-01
6.754174174174174539e+00,4.610832135651554142e-01
6.813983983983980863e+00,4.579630129233378533e-01
6.873793793793794293e+00,4.548645904667472650e-01
6.933603603603600618e+00,4.517877941893418958e-01
6.993413413413414048e+00,4.487324731460408667e-01
7.053223223223220373e+00,4.456984774453218723e-01
7.113033033033026697e+00,4.426856582418653430e-01
7.172842842842840128e+00,4.396938677292528963e-01
7.232652652652646452e+00,4.367229591327177474e-01
7.292462462462459882e+00,4.337727867019409711e-01
7.352272272272266207e+00,4.308432057039042751e-01
7.412082082082079637e+00,4.279340724157866260e-01
7.471891891891885962e+00,4.250452441179160545e-01
7.531701701701699392e+00,4.221765790867653134e-01
7.591511511511505716e+00,4.193279365880016596e-01
7.651321321321319147e+00,4.164991768695798235e-01
