0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.500000000000000031e-03,9.999999999910070825e-01,0.000000000000000000e+00,2.061741386142542115e-14,8.972320298599218962e-12
3.000000000000000062e-03,9.999999994194537223e-01,0.000000000000000000e+00,3.346974485391856286e-12,5.771992610370624358e-10
4.500000000000000527e-03,9.999999937249018922e-01,0.000000000000000000e+00,5.828395696831040808e-11,6.216814138292623112e-09
6.000000000000000125e-03,9.999999656586582297e-01,0.000000000000000000e+00,4.426949232482844422e-10,3.389864691650247783e-08
7.499999999999999722e-03,9.999998708633666133e-01,0.000000000000000000e+00,2.210129141835661423e-09,1.269265042964605353e-07
9.000000000000001055e-03,9.999996187961975869e-01,0.000000000000000000e+00,8.264997877341824871e-09,3.729388046139277916e-07
1.050000000000000065e-02,9.999990485134820917e-01,0.000000000000000000e+00,2.502256322679485648e-08,9.264639547253517365e-07
1.200000000000000025e-02,9.999979003548041812e-01,0.000000000000000000e+00,6.547234003402538769e-08,2.034172855850689420e-06
1.349999999999999985e-02,9.999957841737368014e-01,0.000000000000000000e+00,1.542846120234914035e-07,4.061541651358889969e-06
1.499999999999999944e-02,9.999921434644555296e-01,0.000000000000000000e+00,3.324899220416696433e-07,7.524045622606194361e-06
1.650000000000000078e-02,9.999862177242968553e-01,0.000000000000000000e+00,6.645198103562142231e-07,1.311775589313729979e-05
1.800000000000000211e-02,9.999770018033258268e-01,0.000000000000000000e+00,1.249124588850190552e-06,2.174907208564415343e-05
1.949999999999999997e-02,9.999632034138931092e-01,0.000000000000000000e+00,2.228021749051527244e-06,3.456856435822180170e-05
2.100000000000000130e-02,9.999431968984135999e-01,0.000000000000000000e+00,3.802649833710891516e-06,5.300045175311655763e-05
2.249999999999999917e-02,9.999149910897465743e-01,0.000000000000000000e+00,6.244344265454315898e-06,7.876456598827479569e-05
2.400000000000000050e-02,9.998761686044980168e-01,0.000000000000000000e+00,9.912747790458264211e-06,1.139186477118215310e-04
2.550000000000000183e-02,9.998238482906539604e-01,0.000000000000000000e+00,1.527770185301022211e-05,1.608740074932610623e-04
2.699999999999999969e-02,9.997546528722908166e-01,0.000000000000000000e+00,2.293273748292202761e-05,2.224143902265494129e-04
2.850000000000000103e-02,9.996646379286352468e-01,0.000000000000000000e+00,3.363006592795596039e-05,3.017320054370992068e-04
2.999999999999999889e-02,9.995492841412437768e-01,0.000000000000000000e+00,4.828897586439093891e-05,4.024268828920877258e-04
3.150000000000000022e-02,9.994034334556326504e-01,0.000000000000000000e+00,6.803290003057684292e-05,5.285336443370436572e-04
3.300000000000000155e-02,9.992212599012014751e-01,0.000000000000000000e+00,9.421487891628690784e-05,6.845252198824786083e-04
3.450000000000000289e-02,9.989962483605400179e-01,0.000000000000000000e+00,1.284333388901679981e-04,8.753183005700488142e-04
3.600000000000000422e-02,9.987211396907001992e-01,0.000000000000000000e+00,1.725803476220238086e-04,1.106279961678092571e-03
3.749999999999999861e-02,9.983879281298514430e-01,0.000000000000000000e+00,2.288520539630423513e-04,1.383219816185911810e-03
3.899999999999999994e-02,9.979878261495460645e-01,0.000000000000000000e+00,2.997858202010378424e-04,1.712388030253196667e-03
4.050000000000000128e-02,9.975112472865157454e-01,0.000000000000000000e+00,3.882955350905939939e-04,2.100457178393954141e-03
4.200000000000000261e-02,9.969478027579852242e-01,0.000000000000000000e+00,4.976823114546107419e-04,2.554514930560543035e-03
4.350000000000000394e-02,9.962862826760773283e-01,0.000000000000000000e+00,6.316849520646863978e-04,3.082032371858359817e-03
4.499999999999999833e-02,9.955146661586299350e-01,0.000000000000000000e+00,7.944912023233461533e-04,3.690842639047127449e-03
4.649999999999999967e-02,9.946201191105230599e-01,0.000000000000000000e+00,9.907658491216133050e-04,4.389115040355689133e-03
4.800000000000000100e-02,9.935890145219167247e-01,0.000000000000000000e+00,1.225686241590512489e-03,5.185299236493197406e-03
4.950000000000000233e-02,9.924069440338232351e-01,0.000000000000000000e+00,1.504946521406472313e-03,6.088109444770672951e-03
5.100000000000000366e-02,9.910587524387458602e-01,0.000000000000000000e+00,1.834794895926040222e-03,7.106452665328508514e-03
5.249999999999999806e-02,9.895285755667162508e-01,0.000000000000000000e+00,2.222041630993897010e-03,8.249382802290218183e-03
5.399999999999999939e-02,9.877998668874464760e-01,0.000000000000000000e+00,2.674072358379838386e-03,9.526060754174083683e-03
5.550000000000000072e-02,9.858554815282770667e-01,0.000000000000000000e+00,3.198867725864758260e-03,1.094565074585860179e-02
5.700000000000000205e-02,9.836777052229067619e-01,0.000000000000000000e+00,3.805000393857071745e-03,1.251729438323665247e-02
5.850000000000000339e-02,9.812483425708085072e-01,0.000000000000000000e+00,4.501646282500071719e-03,1.425001114669177671e-02
5.999999999999999778e-02,9.785488093200996884e-01,0.000000000000000000e+00,5.298578238901034340e-03,1.615261244099961899e-02
6.149999999999999911e-02,9.755601754931024772e-01,0.000000000000000000e+00,6.206163843780835784e-03,1.823366066311713635e-02
6.300000000000000044e-02,9.722633296587148699e-01,0.000000000000000000e+00,7.235350963748774997e-03,2.050131937753676276e-02
6.450000000000000178e-02,9.686390338675743283e-01,0.000000000000000000e+00,8.397652818101583247e-03,2.296331331432448219e-02
6.600000000000000311e-02,9.646680493071023710e-01,0.000000000000000000e+00,9.705129951164922705e-03,2.562682074173316948e-02
6.750000000000000444e-02,9.603313065045914199e-01,0.000000000000000000e+00,1.117034982215969752e-02,2.849834367324929202e-02
6.900000000000000577e-02,9.556099520018138671e-01,0.000000000000000000e+00,1.280637284378187413e-02,3.158367515440454326e-02
7.050000000000000711e-02,9.504855839388195449e-01,0.000000000000000000e+00,1.462669053114573278e-02,3.488772553003504501e-02
7.200000000000000844e-02,9.449403443110584444e-01,0.000000000000000000e+00,1.664518885237371848e-02,3.841446683656812161e-02
7.349999999999999589e-02,9.389570534229615406e-01,0.000000000000000000e+00,1.887610633176947661e-02,4.216684024526922564e-02
7.499999999999999722e-02,9.325194555837247323e-01,0.000000000000000000e+00,2.133394099195673813e-02,4.614660342431881057e-02
7.649999999999999856e-02,9.256122641595285749e-01,0.000000000000000000e+00,2.403342647309650998e-02,5.035430936737510244e-02
7.799999999999999989e-02,9.182214215230266596e-01,0.000000000000000000e+00,2.698942516608189915e-02,5.478915331089168755e-02
7.950000000000000122e-02,9.103342349499252695e-01,0.000000000000000000e+00,3.021685447337796315e-02,5.944891057669707268e-02
8.100000000000000255e-02,9.019394843853847377e-01,0.000000000000000000e+00,3.373063451581190947e-02,6.432988109880365124e-02
8.250000000000000389e-02,8.930277003734901076e-01,0.000000000000000000e+00,3.754553645912071802e-02,6.942676316738943809e-02
8.400000000000000522e-02,8.835912054784195169e-01,0.000000000000000000e+00,4.167614556038869156e-02,7.473264896119216627e-02
8.550000000000000655e-02,8.736243294147714167e-01,0.000000000000000000e+00,4.613673262152556687e-02,8.023893796370329401e-02
8.700000000000000788e-02,8.631235747122021351e-01,0.000000000000000000e+00,5.094113626731686106e-02,8.593528902048130913e-02
8.849999999999999534e-02,8.520876440501113924e-01,0.000000000000000000e+00,5.610272326671832815e-02,9.180963268317055004e-02
8.999999999999999667e-02,8.405176729399753688e-01,0.000000000000000000e+00,6.163414235079095471e-02,9.784818470923395406e-02
9.149999999999999800e-02,8.284172629668663523e-01,0.000000000000000000e+00,6.754730012130413797e-02,1.040354369118298983e-01
9.299999999999999933e-02,8.157926078855985974e-01,0.000000000000000000e+00,7.385326827523511217e-02,1.103541238391665819e-01
9.450000000000000067e-02,8.026526112954252001e-01,0.000000000000000000e+00,8.056217218069124109e-02,1.167852165238838918e-01
9.600000000000000200e-02,7.890089281751183625e-01,0.000000000000000000e+00,8.768305291436996607e-02,1.233080189105119628e-01
9.750000000000000333e-02,7.748757833550586893e-01,0.000000000000000000e+00,9.522369073576840426e-02,1.299005259091732256e-01
9.900000000000000466e-02,7.602702506180398778e-01,0.000000000000000000e+00,1.031905484200429102e-01,1.365392009619176561e-01
1.005000000000000060e-01,7.452120965165991429e-01,0.000000000000000000e+00,1.115887161588612897e-01,1.431991873245400115e-01
1.020000000000000073e-01,7.297237894282054826e-01,0.000000000000000000e+00,1.204218071866000328e-01,1.498544033851948454e-01
1.035000000000000087e-01,7.138305294785303179e-01,0.000000000000000000e+00,1.296918188317019993e-01,1.564776516897680714e-01
1.049999999999999961e-01,6.975598176683901475e-01,0.000000000000000000e+00,1.393990752690108526e-01,1.630411070625993608e-01
1.064999999999999974e-01,6.809416909204500934e-01,0.000000000000000000e+00,1.495421117898733665e-01,1.695161972896768454e-01
1.079999999999999988e-01,6.640084058633615172e-01,0.000000000000000000e+00,1.601176955780234112e-01,1.758738985586154047e-01
1.095000000000000001e-01,6.467942245573995441e-01,0.000000000000000000e+00,1.711208022730064393e-01,1.820849731695942941e-01
1.110000000000000014e-01,6.293354483370654506e-01,0.000000000000000000e+00,1.825444660659180096e-01,1.881200855970168728e-01
1.125000000000000028e-01,6.116698864709446681e-01,0.000000000000000000e+00,1.943798850178036497e-01,1.939502285112520152e-01
1.140000000000000041e-01,5.938368834882425951e-01,0.000000000000000000e+00,2.066162997381406352e-01,1.995468167736170195e-01
1.155000000000000054e-01,5.758769530252375590e-01,0.000000000000000000e+00,2.192410426031239923e-01,2.048820043716387540e-01
1.170000000000000068e-01,5.578313386074440494e-01,0.000000000000000000e+00,2.322396199985104770e-01,2.099290413940458344e-01
1.185000000000000081e-01,5.397420172226972124e-01,0.000000000000000000e+00,2.455955985212362469e-01,2.146623842560668738e-01
1.199999999999999956e-01,5.216512199438114727e-01,0.000000000000000000e+00,2.592909294733527492e-01,2.190578505828361111e-01
1.214999999999999969e-01,5.036012289775548822e-01,0.000000000000000000e+00,2.733058564947417612e-01,2.230929145277037451e-01
1.229999999999999982e-01,4.856340619494151079e-01,0.000000000000000000e+00,2.876189644356896835e-01,2.267469736148955417e-01
