x y z
1.0000000000E+00 1.0000000000E+00 2.2705933955E-01
2.0000000000E+00 1.0000000000E+00 2.2705933624E-01

1.0000000000E+00 2.0000000000E+00 2.2705934288E-01
2.0000000000E+00 2.0000000000E+00 2.2705933955E-01

