x y z
1.0000000000E+00 1.0000000000E+00 6.7876340326E-02
2.0000000000E+00 1.0000000000E+00 8.5169172494E-02

1.0000000000E+00 2.0000000000E+00 7.3451107226E-02
2.0000000000E+00 2.0000000000E+00 8.1773776224E-02

