x y
1.0000000000E+00 3.5187579727E-02
2.0000000000E+00 3.0462287156E-02
3.0000000000E+00 3.0463975402E-02
4.0000000000E+00 3.0465110192E-02
5.0000000000E+00 3.0464094079E-02
6.0000000000E+00 3.0364191734E-02
7.0000000000E+00 2.5170386029E-02
8.0000000000E+00 1.4998652924E-02
9.0000000000E+00 1.4414931039E-02
1.0000000000E+01 1.3311311500E-02
1.1000000000E+01 1.2328410662E-02
1.2000000000E+01 1.1698707753E-02
1.3000000000E+01 1.1319096478E-02
1.4000000000E+01 1.1083460028E-02
1.5000000000E+01 1.0927850704E-02
1.6000000000E+01 1.0813718891E-02
1.7000000000E+01 1.0715292751E-02
1.8000000000E+01 1.0612400775E-02
1.9000000000E+01 1.0486289389E-02
2.0000000000E+01 1.0317143120E-02
2.1000000000E+01 1.0082806320E-02
2.2000000000E+01 9.7587784958E-03
2.3000000000E+01 9.3198421413E-03
2.4000000000E+01 8.7441133474E-03
2.5000000000E+01 8.0207223968E-03
2.6000000000E+01 7.1613877535E-03
2.7000000000E+01 6.2116227986E-03
2.8000000000E+01 5.2507480556E-03
2.9000000000E+01 4.3713333359E-03
3.0000000000E+01 3.6449670750E-03
3.1000000000E+01 3.0976592064E-03
3.2000000000E+01 2.7121193921E-03
3.3000000000E+01 2.4495995155E-03
3.4000000000E+01 2.2710305051E-03
3.5000000000E+01 2.1467344100E-03
3.6000000000E+01 2.0570829867E-03
3.7000000000E+01 1.9898537963E-03
3.8000000000E+01 1.9375471878E-03
3.9000000000E+01 1.8955152003E-03
4.0000000000E+01 1.8608077023E-03
4.1000000000E+01 1.8314938344E-03
4.2000000000E+01 1.8062717860E-03
4.3000000000E+01 1.7842437409E-03
4.4000000000E+01 1.7647796663E-03
4.5000000000E+01 1.7474276004E-03
4.6000000000E+01 1.7318516684E-03
4.7000000000E+01 1.7177909948E-03
4.8000000000E+01 1.7050353864E-03
4.9000000000E+01 1.6934121910E-03
5.0000000000E+01 1.6827784241E-03
5.1000000000E+01 1.6730147957E-03
5.2000000000E+01 1.6640207607E-03
5.3000000000E+01 1.6557106021E-03
5.4000000000E+01 1.6480105637E-03
5.5000000000E+01 1.6408569248E-03
5.6000000000E+01 1.6341947426E-03
5.7000000000E+01 1.6279767991E-03
5.8000000000E+01 1.6221623070E-03
5.9000000000E+01 1.6167153764E-03
6.0000000000E+01 1.6116037116E-03
6.1000000000E+01 1.6067979106E-03
6.2000000000E+01 1.6022712746E-03
6.3000000000E+01 1.5979997887E-03
6.4000000000E+01 1.5939620401E-03
6.5000000000E+01 1.5901390452E-03
6.6000000000E+01 1.5865140593E-03
6.7000000000E+01 1.5830724146E-03
6.8000000000E+01 1.5798013270E-03
6.9000000000E+01 1.5766895701E-03
7.0000000000E+01 1.5737270289E-03
7.1000000000E+01 1.5709042945E-03
7.2000000000E+01 1.5682124712E-03
7.3000000000E+01 1.5656432091E-03
7.4000000000E+01 1.5631888305E-03
7.5000000000E+01 1.5608423997E-03
7.6000000000E+01 1.5585976748E-03
7.7000000000E+01 1.5564489789E-03
7.8000000000E+01 1.5543910679E-03
7.9000000000E+01 1.5524190464E-03
8.0000000000E+01 1.5505283347E-03
8.1000000000E+01 1.5487146566E-03
8.2000000000E+01 1.5469740189E-03
8.3000000000E+01 1.5453026719E-03
8.4000000000E+01 1.5436970594E-03
8.5000000000E+01 1.5421537712E-03
8.6000000000E+01 1.5406695117E-03
8.7000000000E+01 1.5392410866E-03
8.8000000000E+01 1.5378654083E-03
8.9000000000E+01 1.5365395091E-03
9.0000000000E+01 1.5352605586E-03
9.1000000000E+01 1.5340258770E-03
9.2000000000E+01 1.5328329445E-03
9.3000000000E+01 1.5316794047E-03
9.4000000000E+01 1.5305630639E-03
9.5000000000E+01 1.5294818869E-03
9.6000000000E+01 1.5284339912E-03
9.7000000000E+01 1.5274176400E-03
9.8000000000E+01 1.5264312338E-03
9.9000000000E+01 1.5254733023E-03
1.0000000000E+02 1.5245424953E-03
