x y
1.0000000000E+00 9.9229094695E-09
2.0000000000E+00 1.3980950188E-08
3.0000000000E+00 7.3041067605E-08
4.0000000000E+00 2.4736134487E-06
5.0000000000E+00 4.3336793188E-05
6.0000000000E+00 2.4698422756E-06
7.0000000000E+00 1.8582456673E-09
8.0000000000E+00 4.6616187487E-08
9.0000000000E+00 4.4147277150E-08
1.0000000000E+01 8.0436686892E-09
1.1000000000E+01 3.3388810684E-08
1.2000000000E+01 1.1226274918E-08
1.3000000000E+01 5.9483535320E-08
1.4000000000E+01 3.5036996258E-08
1.5000000000E+01 2.1713895756E-07
1.6000000000E+01 3.4902454088E-07
1.7000000000E+01 1.1221054441E-06
1.8000000000E+01 8.5941555563E-06
1.9000000000E+01 1.0760509438E-04
2.0000000000E+01 5.4377790510E-02
2.1000000000E+01 1.0735564009E-04
2.2000000000E+01 6.3577433498E-06
2.3000000000E+01 8.9051886562E-07
2.4000000000E+01 1.4501466192E-07
2.5000000000E+01 9.5605834497E-08
2.6000000000E+01 4.5744628365E-09
2.7000000000E+01 2.3593572525E-08
2.8000000000E+01 2.3586844388E-08
2.9000000000E+01 1.5718546982E-08
3.0000000000E+01 1.7531461562E-07
3.1000000000E+01 3.3335799741E-07
3.2000000000E+01 1.2272665327E-06
3.3000000000E+01 9.3792015374E-06
3.4000000000E+01 1.4176093551E-04
3.5000000000E+01 5.0047409333E-02
3.6000000000E+01 1.4090186061E-04
3.7000000000E+01 6.4262131932E-06
3.8000000000E+01 1.0332484939E-06
3.9000000000E+01 2.9423596560E-07
4.0000000000E+01 1.5309561145E-07
4.1000000000E+01 1.3341560269E-07
4.2000000000E+01 8.1201596034E-08
4.3000000000E+01 9.3123537413E-08
4.4000000000E+01 1.0780794882E-07
4.5000000000E+01 1.6365246302E-07
4.6000000000E+01 3.3882527403E-07
4.7000000000E+01 1.0972422849E-06
4.8000000000E+01 6.2402290167E-06
4.9000000000E+01 1.3918903037E-04
5.0000000000E+01 5.0070894183E-02
5.1000000000E+01 1.4029591972E-04
5.2000000000E+01 9.1133638394E-06
5.3000000000E+01 1.2892978543E-06
5.4000000000E+01 3.7285537410E-07
5.5000000000E+01 1.8052083842E-07
5.6000000000E+01 1.5971223190E-08
5.7000000000E+01 2.1893664276E-08
5.8000000000E+01 1.8368104271E-08
5.9000000000E+01 1.9647756169E-08
6.0000000000E+01 9.1215678948E-08
6.1000000000E+01 2.0390915285E-07
6.2000000000E+01 8.6746769540E-07
6.3000000000E+01 6.2854408350E-06
6.4000000000E+01 1.0481604876E-04
6.5000000000E+01 5.4550645042E-02
6.6000000000E+01 1.0567371496E-04
6.7000000000E+01 8.3059953496E-06
6.8000000000E+01 1.2015140529E-06
6.9000000000E+01 3.6156450442E-07
7.0000000000E+01 2.3386693683E-07
7.1000000000E+01 2.8959473003E-08
7.2000000000E+01 7.4196865994E-08
7.3000000000E+01 8.2422119634E-09
7.4000000000E+01 4.2711420052E-08
7.5000000000E+01 6.7036572609E-09
7.6000000000E+01 3.4709377518E-08
7.7000000000E+01 4.5559495813E-08
7.8000000000E+01 2.9054278843E-09
7.9000000000E+01 2.5167474711E-06
8.0000000000E+01 4.4670053121E-05
8.1000000000E+01 2.3341756326E-06
8.2000000000E+01 3.9284370694E-08
8.3000000000E+01 6.2414853961E-09
8.4000000000E+01 5.6847728647E-09
8.5000000000E+01 1.3576625450E-09
