1.264750000000000085e+01,2.149999999999999967e-01
1.254648989898990052e+01,2.150031662052251102e-01
1.244547979797979842e+01,2.150126645411535309e-01
1.234446969696969809e+01,2.150284941686680384e-01
1.224345959595959599e+01,2.150506536896516774e-01
1.214244949494949566e+01,2.150791411476050130e-01
1.204143939393939533e+01,2.151139540285093021e-01
1.194042929292929323e+01,2.151550892619348287e-01
1.183941919191919290e+01,2.152025432223931556e-01
1.173840909090909257e+01,2.152563117309319318e-01
1.163739898989899046e+01,2.153163900569708411e-01
1.153638888888889014e+01,2.153827729203763308e-01
1.143537878787878803e+01,2.154554544937734573e-01
1.133436868686868770e+01,2.155344284050923487e-01
1.123335858585858738e+01,2.156196877403466772e-01
1.113234848484848527e+01,2.157112250466410586e-01
1.103133838383838494e+01,2.158090323354052154e-01
1.093032828282828461e+01,2.159131010858503230e-01
1.082931818181818251e+01,2.160234222486455136e-01
1.072830808080808218e+01,2.161399862498095681e-01
1.062729797979798008e+01,2.162627829948150227e-01
1.052628787878787975e+01,2.163918018728998582e-01
1.042527777777777942e+01,2.165270317615829998e-01
1.032426767676767732e+01,2.166684610313787673e-01
1.022325757575757699e+01,2.168160775507064209e-01
1.012224747474747488e+01,2.169698686909891649e-01
1.002123737373737455e+01,2.171298213319385328e-01
9.920227272727274226e+00,2.172959218670182935e-01
9.819217171717172121e+00,2.174681562090836628e-01
9.718207070707071793e+00,2.176465097961894912e-01
9.617196969696969688e+00,2.178309675975629578e-01
9.516186868686869360e+00,2.180215141197344164e-01
9.415176767676769032e+00,2.182181334128213135e-01
9.314166666666666927e+00,2.184208090769593491e-01
9.213156565656566599e+00,2.186295242688747476e-01
9.112146464646466271e+00,2.188442617085921416e-01
9.011136363636364166e+00,2.190650036862719641e-01
8.910126262626263838e+00,2.192917320691713801e-01
8.809116161616163510e+00,2.195244283087225412e-01
8.708106060606061405e+00,2.197630734477222791e-01
8.607095959595961077e+00,2.200076481276271867e-01
8.506085858585858972e+00,2.202581325959474257e-01
8.405075757575758644e+00,2.205145067137339598e-01
8.304065656565658315e+00,2.207767499631521357e-01
8.203055555555556211e+00,2.210448414551361707e-01
8.102045454545454106e+00,2.213187599371180259e-01
8.001035353535353778e+00,2.215984838008247526e-01
7.900025252525253450e+00,2.218839910901378998e-01
7.799015151515152233e+00,2.221752595090095428e-01
7.698005050505051017e+00,2.224722664294279673e-01
7.596994949494950689e+00,2.227749888994281502e-01
7.495984848484849472e+00,2.230834036511403218e-01
7.394974747474748256e+00,2.233974871088710290e-01
7.293964646464647927e+00,2.237172153972109556e-01
7.192954545454546711e+00,2.240425643491640029e-01
7.091944444444445494e+00,2.243735095142913860e-01
6.990934343434344278e+00,2.247100261668661114e-01
6.889924242424243062e+00,2.250520893140314505e-01
6.788914141414141845e+00,2.253996737039591358e-01
6.687904040404040629e+00,2.257527538340008966e-01
6.586893939393940300e+00,2.261113039588293072e-01
6.485883838383839084e+00,2.264752980985619002e-01
6.384873737373737868e+00,2.268447100468648503e-01
6.283863636363637539e+00,2.272195133790300414e-01
6.182853535353536323e+00,2.275996814600221296e-01
6.081843434343434218e+00,2.279851874524904121e-01
5.980833333333333890e+00,2.283760043247410332e-01
5.879823232323232673e+00,2.287721048586658368e-01
5.778813131313132345e+00,2.291734616576229511e-01
5.677803030303030241e+00,2.295800471542657206e-01
5.576792929292930801e+00,2.299918336183158496e-01
5.475782828282828696e+00,2.304087931642770093e-01
5.374772727272728368e+00,2.308308977590855515e-01
5.273762626262627151e+00,2.312581192296943866e-01
5.172752525252526823e+00,2.316904292705872781e-01
5.071742424242424718e+00,2.321277994512199183e-01
4.970732323232324390e+00,2.325702012233851201e-01
4.869722222222223174e+00,2.330176059284989609e-01
4.768712121212122845e+00,2.334699848048051307e-01
4.667702020202020741e+00,2.339273089944950146e-01
4.566691919191921301e+00,2.343895495507410109e-01
4.465681818181819196e+00,2.348566774446405048e-01
4.364671717171717091e+00,2.353286635720686359e-01
4.263661616161616763e+00,2.358054787604374758e-01
4.162651515151514658e+00,2.362870937753598632e-01
4.061641414141416107e+00,2.367734793272160132e-01
3.960631313131314002e+00,2.372646060776212595e-01
3.859621212121213674e+00,2.377604446457932119e-01
3.758611111111111569e+00,2.382609656148172439e-01
3.657601010101011241e+00,2.387661395378085638e-01
3.556590909090909136e+00,2.392759369439700079e-01
3.455580808080808808e+00,2.397903283445445011e-01
3.354570707070708480e+00,2.403092842386609640e-01
3.253560606060608151e+00,2.408327751190728894e-01
3.152550505050506047e+00,2.413607714777892821e-01
3.051540404040405718e+00,2.418932438115968531e-01
2.950530303030303614e+00,2.424301626274729116e-01
2.849520202020201509e+00,2.429714984478891504e-01
2.748510101010101181e+00,2.435172218160053248e-01
2.647500000000000853e+00,2.440673033007531023e-01
2.647500000000000853e+00,2.440673033007529913e-01
2.641439393939393199e+00,2.433608482706744736e-01
2.635378787878789097e+00,2.426544089602019338e-01
2.629318181818181444e+00,2.419479855070296448e-01
2.623257575757577342e+00,2.412415780504615359e-01
2.617196969696969688e+00,2.405351867314348135e-01
2.611136363636363811e+00,2.398288116925439972e-01
2.605075757575757933e+00,2.391224530780650392e-01
2.599015151515152056e+00,2.384161110339805267e-01
2.592954545454546178e+00,2.377097857080045229e-01
2.586893939393938524e+00,2.370034772496086017e-01
2.580833333333334423e+00,2.362971858100477995e-01
2.574772727272726769e+00,2.355909115423872879e-01
2.568712121212122668e+00,2.348846546015296577e-01
2.562651515151515014e+00,2.341784151442420914e-01
2.556590909090910912e+00,2.334721933291849794e-01
